ID,English,Category,Notes
1484,"""Register OAuth2 Client"",other,
1485,"""Register Volunteer"",other,
1486,"""Register a New Passkey"",sentences,
1487,"""Register a new passkey"",sentences,
1488,"""Registered"",other,
1489,"""Registered Devices"",other,
1490,"""Registered passkeys"",other,
1491,"""Registration failed"",errors,
1492,"""Reject Unknown Domains"",other,
1493,"""Reject actions are not yet available on this server"",sentences,
1494,"""Reject login attempts from domains not configured in SOGo."",settings,
1495,"""Rejected"",other,
1496,"""Remember me"",other,
1497,"""Reminders"",other,
1498,"""Remove"",other,
1499,"""Remove email"",mail,
1500,"""Remove field"",other,
1501,"""Remove file"",other,
1502,"""Remove header"",other,
1503,"""Remove photo"",other,
1504,"""Remove reminder"",other,
1505,"""Remove {category}"",other,
1506,"""Remove {email}"",mail,
1507,"""Rename"",other,
1508,"""Rename folder"",other,
1509,"""Reopen"",other,
1510,"""Reorder filter"",other,
1511,"""Repeat"",other,
1512,"""Repeats"",other,
1513,"""Reply"",other,
1514,"""Reply all"",other,
1515,"""Reply suggestions with tone adjustment. Generates contextual draft replies."",sentences,
1516,"""Requester Email"",mail,
1517,"""Require Access Reason"",other,
1518,"""Required"",other,
1519,"""Required fields missing"",other,
1520,"""Reset"",other,
1521,"""Resource Booking"",other,
1522,"""Resource created successfully"",other,
1523,"""Resource deleted"",actions,
1524,"""Resource updated successfully"",other,
1525,"""Resources"",other,
1526,"""Response interval must be zero or a positive number."",sentences,
1527,"""Restore"",other,
1528,"""Restricted — specific groups only"",sentences,
1529,"""Retention"",other,
1530,"""Retry"",other,
1531,"""Return receipt"",other,
1532,"""Return to search results"",sentences,
1533,"""Review failed"",errors,
1534,"""Reviewers"",other,
1535,"""Revoke"",other,
1536,"""Revoke Inactive"",other,
1537,"""Revoke Selected"",other,
1538,"""Revoke Selected ({count})"",other,
1539,"""Risk Level"",other,
1540,"""Risk Score"",other,
1541,"""Role"",other,
1542,"""Room"",other,
1543,"""Room created"",other,
1544,"""Room name..."",other,
1545,"""Root level"",other,
1546,"""Rule Name"",other,
1547,"""Rule created successfully"",other,
1548,"""Rule deleted successfully"",actions,
1549,"""Rule name is required"",sentences,
1550,"""Rule updated successfully"",other,
1551,"""Rules"",other,
1552,"""Run Migration"",other,
1553,"""Running..."",other,
1554,"""S/MIME Certificate"",other,
1555,"""S/MIME Certificate File"",other,
1556,"""S3 Upload"",other,
1557,"""SAML2 IS NOT DONE YET!!!!"",sentences,
1558,"""SCIM 2.0 identity lifecycle management for Azure AD, Okta, and other IdPs"",sentences,
1559,"""SCIM Provisioning"",other,
1560,"""SLA (hours)"",other,
1561,"""SMTP Authentication"",other,
1562,"""SMTP Encryption"",other,
1563,"""SMTP Server"",other,
1564,"""SMTP auth mech"",other,
1565,"""SMTP encryption"",other,
1566,"""SMTP master account"",other,
1567,"""SMTP master account from"",sentences,
1568,"""SMTP master account mail"",mail,
1569,"""SMTP master account password"",auth,
1570,"""SMTP port"",other,
1571,"""SMTP server"",other,
1572,"""SMTP's authentication mechanism. Do not use 'None' without precaution"",sentences,
1573,"""SOGo 6 integrated with the Univention Nubus Portal. Manage connected apps, configure nubusintercom, and launch integrations."",settings,
1574,"""SPF"",other,
1575,"""SPF (Sender Policy Framework) specifies which mail servers are allowed to send email from your domain. Add this TXT record to your DNS zone."",mail,
1576,"""SPF Alignment"",other,
1577,"""SQL User Filter"",auth,
1578,"""SQL User Password Scheme"",auth,
1579,"""SQL User Url"",auth,
1580,"""SQL User domain"",auth,
1581,"""SSL"",other,
1582,"""Sat"",other,
1583,"""Saturday"",other,
1584,"""Save"",actions,
1585,"""Save & Summarize"",actions,
1586,"""Save Branding"",actions,
1587,"""Save Changes"",actions,
1588,"""Save Quota"",actions,
1589,"""Save draft"",actions,
1590,"""Save unknown mail addresses into an addressbook"",mail,
1591,"""Saving…"",other,
1592,"""Scan for PHI"",other,
1593,"""Schedule"",other,
1594,"""Schedule sending"",other,
1595,"""Scheduling Polls"",other,
1596,"""Scope of your OpenID client. Default to 'openid profile email'."",mail,
1597,"""Scopes"",other,
1598,"""Score Email"",mail,
1599,"""Scoring failed"",errors,
1600,"""Scroll horizontally"",other,
1601,"""Search"",other,
1602,"""Search by name or email..."",mail,
1603,"""Search by name, email, or UID..."",mail,
1604,"""Search contacts…"",contacts,
1605,"""Search emails"",mail,
1606,"""Search emails with plain English. Converts to structured queries automatically."",mail,
1607,"""Search events..."",calendar,
1608,"""Search failed"",errors,
1609,"""Search files..."",other,
1610,"""Search folders..."",other,
1611,"""Search rules..."",other,
1612,"""Search tasks…"",tasks,
1613,"""Searching recipients…"",other,
1614,"""Searching..."",other,
1615,"""Secret of your OpenID client"",sentences,
1616,"""Security"",other,
1617,"""Select"",other,
1618,"""Select User"",auth,
1619,"""Select a calendar"",calendar,
1620,"""Select a contact"",contacts,
1621,"""Select a date range..."",sentences,
1622,"""Select a date..."",other,
1623,"""Select a domain above to view and edit its branding."",actions,
1624,"""Select a folder"",other,
1625,"""Select a message to read"",mail,
1626,"""Select all"",other,
1627,"""Select all tasks"",tasks,
1628,"""Select at least one member or add an email address"",mail,
1629,"""Select at least one weekday when weekday constraints are enabled."",sentences,
1630,"""Select availability"",other,
1631,"""Select calendar"",calendar,
1632,"""Select date..."",other,
1633,"""Select destination"",other,
1634,"""Select destination folder"",other,
1635,"""Select donor..."",other,
1636,"""Select message"",mail,
1637,"""Select row"",other,
1638,"""Select status"",other,
1639,"""Select tasks"",tasks,
1640,"""Select the authentication method for users. 'Plain' means the classic username/password"",auth,
1641,"""Select user..."",auth,
1642,"""Select view"",other,
1643,"""Select visibility"",other,
1644,"""Select volunteer..."",other,
1645,"""Selected file"",other,
1646,"""Selector"",other,
1647,"""Send"",other,
1648,"""Send a reject message"",mail,
1649,"""Send anyway"",other,
1650,"""Send email notification when an address book is created"",mail,
1651,"""Send email notifications when your mail filters are triggered."",mail,
1652,"""Send notification when a calendar is created"",calendar,
1653,"""Sender"",other,
1654,"""Sending Pattern"",other,
1655,"""Sending..."",other,
1656,"""Sendmail Path"",mail,
1657,"""Sent"",other,
1658,"""Separate multiple URIs with commas"",sentences,
1659,"""Server"",other,
1660,"""Server Config"",settings,
1661,"""Service unavailable"",other,
1662,"""Services Healthy"",other,
1663,"""Session revoked successfully"",other,
1664,"""Sessions"",other,
1665,"""Set Quota"",other,
1666,"""Set a mechanism when users are flagging mail as spam/ham"",mail,
1667,"""Set a sieve script that will be at the bottom of all user's sieve script"",auth,
1668,"""Set a sieve script that will be at the start of all user's sieve script"",auth,
1669,"""Set allowed auto-refresh interval for mail"",mail,
1670,"""Set as"",other,
1671,"""Set folder type"",other,
1672,"""Set how long in seconds the user is blocked after too many failed attempt."",errors,
1673,"""Set how many times a user can fail its login before being blocked. 0 means no limit"",errors,
1674,"""Set kind of trigger for ham/spam"",sentences,
1675,"""Set mail address where spam will be forwarded"",mail,
1676,"""Set priority"",other,
1677,"""Set specific domains where user are forbid to forward"",auth,
1678,"""Set specific domains where user are forbid to notify"",auth,
1679,"""Set specific domains where user can forward"",auth,
1680,"""Set specific domains where user can notify"",auth,
1681,"""Set the LDAP class that will indicates to SOGO thas this is a group and not a singular user"",auth,
1682,"""Set the column nane where the user's domain is. If ste, each SQL query will add '<domain_column> = <user domain>' to its WHERE condition."",auth,
1683,"""Set the encoding used by the sieve server."",sentences,
1684,"""Set the field if the users of this User SOurce can be found via autocompletion or Globaal Address Book"",contacts,
1685,"""Set the field where the kind of user is found ('user', 'resource' or 'group')"",auth,
1686,"""Set the initial sieve script for all new users. They will be able to modify it after"",auth,
1687,"""Set the kind of mail server"",mail,
1688,"""Set the kind of outgoing mail server"",mail,
1689,"""Set the maximun request a authenticated user can make during a time"",auth,
1690,"""Set the minimun days a user can use the purge. 0 means a user can delete all their mail. 30 means a user can only delete mail older than 30 days"",mail,
1691,"""Set the minimun number of character to trigger a autocompletion search (3 means a search will be made at the third char)"",sentences,
1692,"""Set the percentage of the soft quota."",sentences,
1693,"""Set the time span in seconds to count the failed attempt. Example: 60 means the user can only failed up to 'Login Max Failed ATtempt' 60 seconds after the first fail, before being blocked"",errors,
1694,"""Set the time where a using is blocked of doing request if 'Maximun API request' has been reached"",sentences,
1695,"""Set the timespan where 'Maximum API request' is limiting"",sentences,
1696,"""Set values the users can choose for the 'auto-refresh mail' value"",mail,
1697,"""Set your User Source type"",auth,
1698,"""Settings"",settings,
1699,"""Share"",other,
1700,"""Share Draft"",other,
1701,"""Share File"",other,
1702,"""Share a Draft"",other,
1703,"""Share a File"",other,
1704,"""Share draft emails with colleagues for review and approval before sending."",mail,
1705,"""Share folder"",other,
1706,"""Share link created"",other,
1707,"""Share removed successfully"",other,
1708,"""Share this address book with other users. Shared users can view or modify contacts based on the permission level you grant."",contacts,
1709,"""Share this calendar with other users. Shared users can see events based on the permission level you grant."",calendar,
1710,"""Shared Calendars"",calendar,
1711,"""Shared Drafts"",other,
1712,"""Shared with"",other,
1713,"""Sharing"",other,
1714,"""Sharing Settings"",settings,
1715,"""Sharing failed"",errors,
1716,"""Sharing updated"",other,
1717,"""Shift assigned"",other,
1718,"""Short Date Style"",other,
1719,"""Show as"",other,
1720,"""Show as busy during off hours"",sentences,
1721,"""Show completed"",other,
1722,"""Show invoices from March over $500..."",sentences,
1723,"""Show others when I'm busy"",sentences,
1724,"""Show password"",auth,
1725,"""Show recipients or sender full email in mailboxes"",mail,
1726,"""Show subscribed mailboxes only"",mail,
1727,"""Sidebar Accent"",other,
1728,"""Sidebar Background"",other,
1729,"""Sidebar Foreground"",other,
1730,"""Sidebar Primary"",other,
1731,"""Sieve auth mech"",other,
1732,"""Sieve encoding"",other,
1733,"""Sieve encryption"",other,
1734,"""Sieve footer"",other,
1735,"""Sieve header"",other,
1736,"""Sieve port"",other,
1737,"""Sieve server"",other,
1738,"""Sign Document"",other,
1739,"""Sign in with Passkey"",sentences,
1740,"""Sign up"",other,
1741,"""Sign with QES"",other,
1742,"""Signature"",other,
1743,"""Signature Text"",other,
1744,"""Signer Email"",mail,
1745,"""Signing Secret"",other,
1746,"""Size"",other,
1747,"""Size (Kb)"",other,
1748,"""Size (bytes)"",other,
1749,"""Size (e.g. 1024, 5M, 10K)"",sentences,
1750,"""Size rules must use over or under"",sentences,
1751,"""Slot Title"",other,
1752,"""Slot created"",other,
1753,"""Small"",other,
1754,"""Smallest first"",other,
1755,"""Smart Attachment Actions"",other,
1756,"""Smart Calendar Scheduling"",calendar,
1757,"""Smart Email Classification"",mail,
1758,"""Smart views"",other,
1759,"""Snooze"",other,
1760,"""Soft Quota"",other,
1761,"""Sort ascending"",other,
1762,"""Sort by"",other,
1763,"""Sort descending"",other,
1764,"""Sort messages by threads"",mail,
1765,"""Source"",other,
1766,"""Source and user are required"",auth,
1767,"""Spam Score"",other,
1768,"""Split view"",other,
1769,"""Starred"",other,
1770,"""Start"",other,
1771,"""Start Migration"",other,
1772,"""Start Time"",other,
1773,"""Start and end dates are required when date constraints are enabled."",sentences,
1774,"""Start date"",other,
1775,"""Start export"",other,
1776,"""Start import"",other,
1777,"""Start my reply above the quote"",sentences,
1778,"""Start my reply below the quote"",sentences,
1779,"""Start time"",other,
1780,"""Starting..."",other,
1781,"""Starts with"",other,
1782,"""Statistics"",other,
1783,"""Status"",other,
1784,"""Step approved"",sentences,
1785,"""Steps"",sentences,
1786,"""Stop processing filter rules"",sentences,
1787,"""Street"",other,
1788,"""Student Group Management"",other,
1789,"""Student Groups"",other,
1790,"""Subdomain Policy"",other,
1791,"""Subject"",other,
1792,"""Subject and description are required"",sentences,
1793,"""Subject, body, and at least one reviewer are required"",sentences,
1794,"""Subscribe"",other,
1795,"""Subscribe to calendar"",calendar,
1796,"""Subscription failed"",errors,
1797,"""Subscription removed"",other,
1798,"""Subscriptions"",other,
1799,"""Success"",other,
1800,"""Suffix"",other,
1801,"""Suggest Reply"",other,
1802,"""Suggest Times"",other,
1803,"""Suggested Reply"",other,
1804,"""Suggested Times"",other,
1805,"""Suggested window"",other,
1806,"""Suggestion failed"",errors,
1807,"""Summarization failed"",errors,
1808,"""Summarize"",other,
1809,"""Summarizing..."",other,
1810,"""Summary"",other,
1811,"""Sun"",other,
1812,"""Sunday"",other,
1813,"""Surname"",other,
1814,"""Swipe to change day"",sentences,
1815,"""Sync every"",other,
1816,"""Sync failed"",errors,
1817,"""Sync now"",other,
1818,"""Syncing with your calendar…"",calendar,
1819,"""System"",other,
1820,"""System Health"",other,
1821,"""System Settings"",settings,
1822,"""System settings saved successfully."",settings,
1823,"""TL;DR for long email threads. Extractive summarization returns the most important sentences."",mail,
1824,"""TLS"",other,
1825,"""TTL"",other,
1826,"""Tamper-proof log of admin and user actions. Entries are append-only and cannot be modified or deleted."",actions,
1827,"""Target"",other,
1828,"""Target User"",auth,
1829,"""Task"",tasks,
1830,"""Task created"",tasks,
1831,"""Task deleted"",tasks,
1832,"""Task updated"",tasks,
1833,"""Tasks"",tasks,
1834,"""Tell how you store the symmetric key of your password algorithm"",auth,
1835,"""Tell what info to add with the autocompletion result. Is shown as 'cn <extra> mail'"",mail,
1836,"""Templates"",other,
1837,"""Tentative"",other,
1838,"""Text color in the header"",sentences,
1839,"""Text color in the sidebar"",sentences,
1840,"""Text color on primary backgrounds"",sentences,
1841,"""The DN of the login name to use for binding to your server."",auth,
1842,"""The ICS calendar has been added."",calendar,
1843,"""The address book could not be found."",contacts,
1844,"""The address book has been created."",contacts,
1845,"""The address book has been removed."",contacts,
1846,"""The address book has been updated."",contacts,
1847,"""The application could not connect to the server. Please try again later or contact your administrator."",contacts,
1848,"""The attachment could not be downloaded. Please try again."",sentences,
1849,"""The background job could not be found."",sentences,
1850,"""The base URL of your Collabora or OnlyOffice server. Leave default for demo mode."",sentences,
1851,"""The calendar has been removed."",calendar,
1852,"""The calendar has been successfully created."",calendar,
1853,"""The calendar has been successfully deleted."",calendar,
1854,"""The calendar has been successfully updated."",calendar,
1855,"""The calendar has been synchronized."",calendar,
1856,"""The contact could not be found."",contacts,
1857,"""The contact could not be saved."",contacts,
1858,"""The contact could not be updated."",contacts,
1859,"""The contact has been added to your address book."",contacts,
1860,"""The contact has been moved to another address book."",contacts,
1861,"""The contact has been removed."",contacts,
1862,"""The contact has been updated."",contacts,
1863,"""The default view when you open the app."",sentences,
1864,"""The distribution list could not be found."",sentences,
1865,"""The distribution list could not be saved."",actions,
1866,"""The distribution list could not be updated."",sentences,
1867,"""The event has been successfully created."",calendar,
1868,"""The event has been successfully deleted."",calendar,
1869,"""The event has been successfully updated."",calendar,
1870,"""The export is not ready yet. Please wait and try again."",sentences,
1871,"""The folder export has been started."",sentences,
1872,"""The folder has been moved to Trash or permanently deleted."",actions,
1873,"""The folder has been moved."",sentences,
1874,"""The folder has been successfully renamed."",sentences,
1875,"""The folder type has been updated."",sentences,
1876,"""The import file could not be parsed."",sentences,
1877,"""The import file exceeds the maximum allowed size (10 MB)."",sentences,
1878,"""The label was applied to this message."",mail,
1879,"""The label was removed from this message."",mail,
1880,"""The language used in the app."",sentences,
1881,"""The message was moved successfully."",mail,
1882,"""The message was moved to Junk."",mail,
1883,"""The message was moved to your Inbox."",mail,
1884,"""The operation could not be completed. Please try again."",sentences,
1885,"""The password for your bind DN"",auth,
1886,"""The photo exceeds the maximum allowed size (2 MB)."",sentences,
1887,"""The selected export format is not supported."",sentences,
1888,"""The subfolder has been successfully created."",sentences,
1889,"""The task has been created."",tasks,
1890,"""The task has been deleted."",tasks,
1891,"""The task has been updated."",tasks,
1892,"""The time zone you are in."",sentences,
1893,"""The vacation message is sent prior to applying your filters."",mail,
1894,"""Theme"",other,
1895,"""Theme Settings"",settings,
1896,"""Theme settings saved successfully"",settings,
1897,"""There was an error with one or more email addresses"",mail,
1898,"""This action cannot be undone."",sentences,
1899,"""This action is not available yet"",sentences,
1900,"""This address book is not shared with anyone yet."",contacts,
1901,"""This address book is read-only."",contacts,
1902,"""This address is already in the list"",contacts,
1903,"""This and following events"",calendar,
1904,"""This calendar is not shared with anyone yet."",calendar,
1905,"""This contact will be permanently removed from your address book."",contacts,
1906,"""This distribution list will be permanently removed from your address book."",contacts,
1907,"""This event has been added to your calendar."",calendar,
1908,"""This event has been cancelled."",calendar,
1909,"""This event only"",calendar,
1910,"""This feature is currently under development."",sentences,
1911,"""This field is required"",sentences,
1912,"""This file type is not allowed for contact photos."",contacts,
1913,"""This filter uses an advanced rule structure that cannot be edited in the simplified editor. You can still enable or disable it, or delete it."",actions,
1914,"""This filter will be removed when you save your changes."",actions,
1915,"""This folder cannot contain messages. Expand it in the sidebar to browse subfolders."",mail,
1916,"""This folder no longer exists."",sentences,
1917,"""This identity will be selected by default when composing new messages"",mail,
1918,"""This is an informational message."",mail,
1919,"""This job has no downloadable result."",sentences,
1920,"""This message contains external images.  Click to display them."",mail,
1921,"""This message has no content. Do you want to send it anyway?"",mail,
1922,"""This message has no subject and no content. Do you want to send it anyway?"",mail,
1923,"""This message has no subject. Do you want to send it anyway?"",mail,
1924,"""This message will be moved to Junk."",mail,
1925,"""This message will be moved to Trash."",mail,
1926,"""This message will be moved to your Inbox."",mail,
1927,"""This operation is not supported for this address book."",contacts,
1928,"""This participant has already been added"",sentences,
1929,"""This user already has access."",auth,
1930,"""This weekend"",other,
1931,"""Thu"",other,
1932,"""Thursday"",other,
1933,"""Tick the box to add a policy on user's password. This policy will be used when the user change it or if you enable the 'check password strenght on login'"",auth,
1934,"""Ticket created"",other,
1935,"""Ticket updated"",other,
1936,"""Time"",other,
1937,"""Time Style"",other,
1938,"""Time where a user is forbidden to send mail after triggering 'Max mail sent'"",mail,
1939,"""Timespan in second where 'Max mail sent' i"",mail,
1940,"""Timestamp"",other,
1941,"""Timezone"",other,
1942,"""Timezone (event)"",calendar,
1943,"""Timezone in which this event's dates are interpreted"",calendar,
1944,"""Title"",other,
1945,"""Title and at least one step with email are required"",mail,
1946,"""Title and transcript text are required"",sentences,
1947,"""Title, duration, times, and at least one day are required"",sentences,
1948,"""Title, participants, and at least one time slot are required"",sentences,
1949,"""To"",other,
1950,"""To do"",other,
1951,"""To limit the number of requests made to your openID server to check the token validity, set a interval in second where the token won't be checked again after a first success. 0 means the token will always be checked. 60 means the token won't be checked for 60 secondes after a first success"",sentences,
1952,"""To or CC"",other,
1953,"""Today"",other,
1954,"""Toggle email forwarding"",mail,
1955,"""Toggle filter"",other,
1956,"""Toggle mail notifications"",mail,
1957,"""Token check interval"",other,
1958,"""Tomorrow"",other,
1959,"""Too many background jobs are running. Please try again later."",sentences,
1960,"""Total"",other,
1961,"""Total Backups"",other,
1962,"""Total Donors"",other,
1963,"""Total Hours"",other,
1964,"""Total Raised"",other,
1965,"""Track donors, manage GDPR consent, generate tax receipts, and run campaigns"",sentences,
1966,"""Track schema versions and migration history. Run migrations from the admin panel."",sentences,
1967,"""Transcript / Notes"",other,
1968,"""Transcript saved"",actions,
1969,"""Transfer incoming messages"",mail,
1970,"""Trash"",other,
1971,"""Trigger"",other,
1972,"""Trigger Backup"",other,
1973,"""Tritanopia"",other,
1974,"""Trust Service Certificates"",other,
1975,"""Try Again"",other,
1976,"""Try a different search term or clear the filter."",sentences,
1977,"""Try again"",other,
1978,"""Tue"",other,
1979,"""Tuesday"",other,
1980,"""Two-Factor Authentication (TOTP)"",other,
1981,"""Two-factor authentication adds an extra layer of security to your account. Once enabled, you will be required to enter a unique code generated by an authenticator app on your phone each time you log in."",sentences,
1982,"""Type"",other,
1983,"""UID"",other,
1984,"""UID Number"",other,
1985,"""UID Number (optional)"",other,
1986,"""UID field"",other,
1987,"""URL"",other,
1988,"""URL and at least one event are required"",calendar,
1989,"""URL of the CAS server"",sentences,
1990,"""URL of the custom logo image (optional)"",sentences,
1991,"""URLs"",other,
1992,"""Unable to copy to clipboard. Please try again."",sentences,
1993,"""Unable to load messages. Please try again later."",mail,
1994,"""Unable to reach the server. The connection may be busy — please try again."",sentences,
1995,"""Unable to remove this calendar."",calendar,
1996,"""Unable to subscribe to this calendar."",calendar,
1997,"""Unable to sync this calendar."",calendar,
1998,"""Unknown authentication provider"",other,
1999,"""Unknown sender"",other,
2000,"""Unread"",other,
2001,"""Unseen only"",other,
2002,"""Unsubscribe"",other,
2003,"""Unsupported file type. Use .pdf, .docx, .xlsx, or .pptx"",sentences,
2004,"""Upcoming"",other,
2005,"""Update Event"",calendar,
2006,"""Update failed"",errors,
2007,"""Update resource properties."",other,
2008,"""Update rule: {name}"",other,
2009,"""Upload"",other,
2010,"""Upload a CSV file with user data to create or update accounts."",auth,
2011,"""Upload a contacts or distribution list file to import."",contacts,
2012,"""Upload a photo"",other,
2013,"""Upload your S/MIME certificate file"",sentences,
2014,"""Uploading attachment..."",other,
2015,"""Uptime"",other,
2016,"""Url of the OopenID Provider endpoint"",sentences,
2017,"""Usage Quotas"",other,
2018,"""Use a master account for all system messages (event, notifications...)"",mail,
2019,"""Use as default identity"",sentences,
2020,"""Use template"",other,
2021,"""Use your device's biometric sensor or security key to authenticate."",sentences,
2022,"""User"",auth,
2023,"""User Autcompletion limit"",auth,
2024,"""User Auto Display in GAB"",auth,
2025,"""User Extra Contact Info"",contacts,
2026,"""User Hidden"",auth,
2027,"""User ID (email)"",mail,
2028,"""User Kind"",auth,
2029,"""User Links"",auth,
2030,"""User Mail Field"",mail,
2031,"""User Mail Filtering Login"",mail,
2032,"""User Mail Outgoing Login"",mail,
2033,"""User Mail Server Login"",mail,
2034,"""User Management"",auth,
2035,"""User Password Digits Min"",auth,
2036,"""User Password Lowercase Min"",auth,
2037,"""User Password Maximum Length"",auth,
2038,"""User Password Minimun Length"",auth,
2039,"""User Password Policy"",auth,
2040,"""User Password Special Allowed"",auth,
2041,"""User Password Special Min"",auth,
2042,"""User Password Uppercase Min"",auth,
2043,"""User Resource Extra Info"",auth,
2044,"""User Resource Multibooking"",auth,
2045,"""User Resource Search"",auth,
2046,"""User Search Field"",auth,
2047,"""User Source"",auth,
2048,"""User Source Display Name"",auth,
2049,"""User Source Has Resource"",auth,
2050,"""User Source Is Addresssbook"",contacts,
2051,"""User Source Mapping"",auth,
2052,"""User Source Password Algorithm"",auth,
2053,"""User Source UID"",auth,
2054,"""User Source type"",auth,
2055,"""User and Module settings"",settings,
2056,"""User created successfully"",auth,
2057,"""User deleted successfully"",actions,
2058,"""User deprovisioned"",auth,
2059,"""User provisioned successfully"",auth,
2060,"""User updated successfully"",auth,
2061,"""User, folder, and mail UID are required"",mail,
2062,"""User-defined multi-step actions triggered with a single click from the mail list."",mail,
2063,"""Username"",auth,
2064,"""Username/Email"",mail,
2065,"""Users"",auth,
2066,"""Users on this User Source can login to the webmail"",mail,
2067,"""Vacation"",other,
2068,"""Vacation Settings"",settings,
2069,"""Vacation auto reply has been disabled by your administrator."",sentences,
2070,"""Vacation settings saved"",settings,
2071,"""Valid"",other,
2072,"""Validate"",other,
2073,"""Validate DMARC Record"",other,
2074,"""Validate SPF Record"",other,
2075,"""Value"",other,
2076,"""Value depends of the type.
If 'path', insert here the file path where SOGo will find your symmetric key.
If 'env', set the name of the ENV variable where the key is.
If 'plain', directly put here the key"",sentences,
2077,"""Vehicle"",other,
2078,"""Verification Code"",other,
2079,"""Verify"",other,
2080,"""Verify Signature"",other,
2081,"""Version"",other,
2082,"""Version History"",other,
2083,"""Video Conference"",other,
2084,"""View all tasks"",tasks,
2085,"""View and manage active user sessions"",auth,
2086,"""View and set per-user resource limits for mailbox size, calendars, and contacts."",mail,
2087,"""View contact"",contacts,
2088,"""View in calendar"",calendar,
2089,"""View source"",other,
2090,"""Virtual folder"",other,
2091,"""Virtual folder — expand to browse subfolders"",sentences,
2092,"""Visibility"",other,
2093,"""Visual Identity"",other,
2094,"""Visual attendee schedule overlay. Check availability when creating events."",calendar,
2095,"""Volunteer Scheduling"",other,
2096,"""Volunteer registered"",other,
2097,"""Volunteers"",other,
2098,"""Waiting for device interaction — follow the prompts on your device."",sentences,
2099,"""Warning"",errors,
2100,"""We'll forward new messages to these addresses"",mail,
2101,"""We'll send notifications to these addresses when filters are triggered"",contacts,
2102,"""We're working hard to bring you this feature."",sentences,
2103,"""Webhook URL"",other,
2104,"""Webhook created"",other,
2105,"""Webhook deleted"",actions,
2106,"""Webhooks"",other,
2107,"""Wed"",other,
2108,"""Wednesday"",other,
2109,"""Week"",other,
2110,"""Week(s)"",other,
2111,"""Weekly"",other,
2112,"""When composing messages, your default identity will be used instead of the account-specific one"",mail,
2113,"""When replying to a message"",mail,
2114,"""Which events do you want to modify?"",calendar,
2115,"""With Attachments"",other,
2116,"""Work"",other,
2117,"""Workday end time"",other,
2118,"""Workday start time"",other,
2119,"""Workflow Builder"",other,
2120,"""Workflow Name"",other,
2121,"""Workflow created"",other,
2122,"""Workflow deleted"",actions,
2123,"""Workflows"",other,
2124,"""Write"",other,
2125,"""Write message"",mail,
2126,"""Write new message"",mail,
2127,"""Year unknown (month and day only)"",sentences,
2128,"""Year(s)"",other,
2129,"""Yearly"",other,
2130,"""You"",other,
2131,"""You accepted this event"",calendar,
2132,"""You accepted this event."",calendar,
2133,"""You are about to delete {count, plural, one {# task} other {# tasks}}. This action cannot be undone."",tasks,
2134,"""You are currently using a demo version of the application. Some features may be limited."",sentences,
2135,"""You declined this event"",calendar,
2136,"""You declined this event."",calendar,
2137,"""You do not have access to this background job."",sentences,
2138,"""You do not have permission to modify this address book."",contacts,
2139,"""You have unsaved changes"",actions,
2140,"""You have unsaved changes."",actions,
2141,"""You marked this event as maybe."",calendar,
2142,"""Your Slots"",other,
2143,"""Your account password (stored securely)"",auth,
2144,"""Your attachment has been uploaded successfully."",sentences,
2145,"""Your attendance was updated."",sentences,
2146,"""Your browser or device will guide you through setting up a passkey using biometrics, a PIN, or an external security key."",settings,
2147,"""Your email has been discarded."",mail,
2148,"""Your email has been saved as a draft."",mail,
2149,"""Your email has been sent successfully."",mail,
2150,"""Your external Accounts"",other,
2151,"""Your filters"",other,
2152,"""Your mail filters have been updated."",mail,
2153,"""Your mail forwarding settings have been updated."",mail,
2154,"""Your mail notification settings have been updated."",mail,
2155,"""Your server does not support mail notifications (enotify extension). Settings were not saved."",mail,
2156,"""Your vacation auto reply has been updated."",sentences,
2157,"""above the mail"",mail,
2158,"""above the quote"",other,
2159,"""and place the signature"",sentences,
2160,"""at"",other,
2161,"""at time of event"",calendar,
2162,"""before"",other,
2163,"""below the mail"",mail,
2164,"""below the quote"",other,
2165,"""body { font-family: sans-serif; }"",sentences,
2166,"""by"",other,
2167,"""day before"",other,
2168,"""days"",other,
2169,"""e-mail"",mail,
2170,"""e.g. French LDAP Rules"",sentences,
2171,"""e.g. Q1 Planning Meeting"",calendar,
2172,"""e.g. Update mail server settings"",mail,
2173,"""e.g. Welcome to My Company Mail"",mail,
2174,"""e.g. Work, Archives…"",other,
2175,"""e.g. n8n Workflow"",other,
2176,"""e.g. © 2026 My Company"",sentences,
2177,"""e.g., 30"",other,
2178,"""eIDAS Qualified Signatures"",other,
2179,"""eIDAS Signatures"",other,
2180,"""email@domain.com"",mail,
2181,"""email@example.com"",mail,
2182,"""entries"",other,
2183,"""entry"",other,
2184,"""event"",calendar,
2185,"""example.org, domain2.org"",other,
2186,"""hardfail"",errors,
2187,"""https://example.com"",other,
2188,"""imap.example.com"",other,
2189,"""min before"",other,
2190,"""monitor only"",other,
2191,"""name@example.com"",other,
2192,"""neutral"",other,
2193,"""no policy"",other,
2194,"""notification"",other,
2195,"""occurrences"",other,
2196,"""of the month"",other,
2197,"""quarantine failures"",errors,
2198,"""reject failures"",errors,
2199,"""relaxed"",other,
2200,"""resource"",other,
2201,"""resources"",other,
2202,"""smtp.example.com"",other,
2203,"""softfail"",errors,
2204,"""strict"",other,
2205,"""students"",other,
2206,"""user's email key"",mail,
2207,"""user@example.com"",auth,
